name,site,subtypes,category,phone,full_address,postal_code,latitude,longitude,rating,reviews,reviews_tags,photos_count,photo,working_hours,business_status,about,description,menu_link,location_link,place_id
Pet Shop Sweet,,Pet store,Pet store,+381 11 2715782,"Bratstva i Јedinstva 36, Beograd",None,44.881870199999994,20.453782099999998,3.6,5.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bbsXA92l26hjDLQkGm2YOw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=317.57837&pitch=0&thumbfov=100,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""10AM-1PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Pet+Shop+Sweet/@44.881870199999994,20.453782099999998,14z/data=!4m8!1m2!2m1!1sPet+Shop+Sweet!3m4!1s0x475a6481fb754bc9:0xd8e3ebda8496eca0!8m2!3d44.881870199999994!4d20.453782099999998",ChIJyUt1-4FkWkcRoOyWhNrr49g
Zorbal doo,http://www.zorbal.rs/,Pet store,Продавница кућних љубимаца,+381 11 2790008,"Višnjička, Beograd",None,44.818813899999995,20.527681899999997,4.2,33.0,,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AF23NmI0rd1BoMemhyhnkQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=163.34393&pitch=0&thumbfov=100,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Zorbal+doo/@44.818813899999995,20.527681899999997,14z/data=!4m8!1m2!2m1!1sZorbal+doo!3m4!1s0x475a7bbf55356cd3:0xb0da56132274a133!8m2!3d44.818813899999995!4d20.527681899999997",ChIJ02w1Vb97WkcRM6F0IhNW2rA
Fenix pet shop,,Pet store,Pet store,+381 60 3150105,"Ivana Mičurina 21, Beograd 11090",11090,44.7515711,20.455101799999998,5.0,1.0,,17.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3tZcmtaLAe3x-H_ws6DBBaBZR-MACWgA2q4j9G2w47jPptO3VX7aYnPseU0mocSjucBIwJV287Ro1YJWQdQjn_TwZEEm7PxjVInMrg6oqUY9m0deVnYi-9Fe6d3OeUiuIoiELiQ=w800-h500-k-no,"{""Monday"": ""8:30AM-8PM"", ""Tuesday"": ""8:30AM-8PM"", ""Wednesday"": ""8:30AM-8PM"", ""Thursday"": ""8:30AM-8PM"", ""Friday"": ""8:30AM-8PM"", ""Saturday"": ""8:30AM-6PM"", ""Sunday"": ""8:30AM-2PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Cash only"": true}}",,,"https://www.google.com/maps/place/Fenix+pet+shop/@44.7515711,20.455101799999998,14z/data=!4m8!1m2!2m1!1sFenix+pet+shop!3m4!1s0x475a712d77020c45:0xeb02df951f604a12!8m2!3d44.7515711!4d20.455101799999998",ChIJRQwCdy1xWkcREkpgH5XfAus
Veterinarska apoteka anima plus,https://www.navidiku.rs/firme/veterinarske-apoteke-beograd/veterinarska-apoteka-anima-plus,Pet store,Pet store,+381 64 2934271,"Husinskih rudara 5a, Beograd 11060",11060,44.814540199999996,20.518632399999998,5.0,146.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HPnlEV8x6ugf4NLgjaWQTg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=77.11233&pitch=0&thumbfov=100,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Veterinarska+apoteka+anima+plus/@44.814540199999996,20.518632399999998,14z/data=!4m8!1m2!2m1!1sVeterinarska+apoteka+anima+plus!3m4!1s0x475a7b39bce0a3fb:0xd6aa20832b283992!8m2!3d44.814540199999996!4d20.518632399999998",ChIJ-6PgvDl7WkcRkjkoK4MgqtY
Laki,,Pet store,Продавница кућних љубимаца,+381 11 3164789,"10-C PRVOMAJSKA, 11080, Belgrade (Zemun), Belgrade county, Beograd",None,44.841193499999996,20.392475599999997,4.4,118.0,,12.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-nzOVM3kgfWdxH_u1713b91ooxdRddD4QeLBC2H4iSgEslQn6iDK43Qz-9dxIv3aYObU2HohSyAbmuNI7iISzN2uWAr-agJi31EJRSKPkoR0zyHDvFQnYm8MIbtTbcUrO2EXg=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Laki/@44.841193499999996,20.392475599999997,14z/data=!4m8!1m2!2m1!1sLaki!3m4!1s0x475a65bed14f988f:0x314a6cbaca6b6759!8m2!3d44.841193499999996!4d20.392475599999997",ChIJj5hP0b5lWkcRWWdryrpsSjE
PETSMART,https://msng.link/o/?381611752845=vi,Pet store,Pet store,+381 61 1752845,"Žička 25, Beograd",None,44.795850099999996,20.4899581,5.0,7.0,,21.0,https://lh3.googleusercontent.com/p/AF1QipM4-Ucrw6zFZjLq8MNDCOtTNvkurMu2WYYScyHP=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""In-store pick-up"": true, ""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/PETSMART/@44.795850099999996,20.4899581,14z/data=!4m8!1m2!2m1!1sPETSMART!3m4!1s0x475a717230b3e3fd:0x3713172746be9f92!8m2!3d44.795850099999996!4d20.4899581",ChIJ_eOzMHJxWkcRkp--RicXEzc
Premium Pet Roda Centar Borča,https://www.premiumpet.rs/,Pet store,Pet store,+381 63 633046,"Zrenjaninski put bb, Borča 11211",11211,44.8717602,20.4726426,5.0,12.0,,2.0,https://lh3.googleusercontent.com/p/AF1QipOtCKVH6GWJ-hSJbMIM-i7GRjhxe3ZiIuSPE0c9=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Roda+Centar+Bor%C4%8Da/@44.8717602,20.4726426,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Roda+Centar+Bor%C4%8Da!3m4!1s0x475a656498936aad:0x5c77aa7831000b1f!8m2!3d44.8717602!4d20.4726426",ChIJrWqTmGRlWkcRHwsAMXiqd1w
Kod Irene svrati svog ljubimca nahrani,,Pet store,Продавница кућних љубимаца,,"Slavka Kolara 1a, Beograd",None,44.8514823,20.4693418,5.0,12.0,,3.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Y1r1NmtQrpCSRmSR3aExJNc-h7FYqQiylnwyujp8h4eN2fEolUHVbTVtuxkXjMPOYnf56Lvl5yVIwkYOcftbNftfjqPBduvjZviW2dssP235wU2wJADgo1N9gU_JtT2LN-rVedcWMF68=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,"https://www.google.com/maps/place/Kod+Irene+svrati+svog+ljubimca+nahrani/@44.8514823,20.4693418,14z/data=!4m8!1m2!2m1!1sKod+Irene+svrati+svog+ljubimca+nahrani!3m4!1s0x475a658b51f3508b:0xd1bdf1b5bced077c!8m2!3d44.8514823!4d20.4693418",ChIJi1DzUYtlWkcRfAftvLXxvdE
Prodavnica za leju,,Pet store,Pet store,+381 64 2952564,"Belokrajinska 13 Beograd, 11050",11050,44.7893793,20.5074675,5.0,1.0,,3.0,https://lh3.googleusercontent.com/p/AF1QipPrOfTVMwWPC9GgrvzMZb66hWoKOq7nYxaDD1-Z=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Prodavnica+za+leju/@44.7893793,20.5074675,14z/data=!4m8!1m2!2m1!1sProdavnica+za+leju!3m4!1s0x475a71b355ae3a5f:0x277aa437c2b94922!8m2!3d44.7893793!4d20.5074675",ChIJXzquVbNxWkcRIkm5wjekeic
Pet shop Mastino,,Pet supply store,Pet supply store,+381 63 8774625,"Jurija Gagarina bb, Beograd 11070",11070,44.8011808,20.382803199999998,5.0,2.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vUnewB4irDGi8iV2CR8Ubw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=21.204111&pitch=0&thumbfov=100,"{""Monday"": ""8AM-2:30PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8AM-2:30PM"", ""Thursday"": ""8AM-2:30PM"", ""Friday"": ""8AM-2:30PM"", ""Saturday"": ""8AM-2:30PM"", ""Sunday"": ""8AM-2PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cash only"": true, ""Cheques"": true}}",,,"https://www.google.com/maps/place/Pet+shop+Mastino/@44.8011808,20.382803199999998,14z/data=!4m8!1m2!2m1!1sPet+shop+Mastino!3m4!1s0x475a6f004b6d8233:0x9872ba766479029b!8m2!3d44.8011808!4d20.382803199999998",ChIJM4JtSwBvWkcRmwJ5ZHa6cpg
Greenvet,http://www.greenvet.rs/,Pet store,Продавница кућних љубимаца,+381 69 3399955,"Bulevar Zorana Đinđića 128, Beograd",None,44.824597,20.4048692,5.0,2.0,,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QL7X-VUgqgnzBROWYfRRwA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=9.257281&pitch=0&thumbfov=100,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Greenvet/@44.824597,20.4048692,14z/data=!4m8!1m2!2m1!1sGreenvet!3m4!1s0x475a65c906105009:0x6d228c6f8d338e33!8m2!3d44.824597!4d20.4048692",ChIJCVAQBsllWkcRM44zjW-MIm0
Pet Shop Hund,,Pet store,Продавница кућних љубимаца,+381 64 2248899,"Bulevar kralja Aleksandra 307, Beograd",None,44.7928238,20.5070463,4.8,4.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pHSaHeWLP_0Lg0y7ESxdeA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=20.323317&pitch=0&thumbfov=100,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-3PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+Shop+Hund/@44.7928238,20.5070463,14z/data=!4m8!1m2!2m1!1sPet+Shop+Hund!3m4!1s0x475a71208e7f6cc1:0xaca8890201faebe4!8m2!3d44.7928238!4d20.5070463",ChIJwWx_jiBxWkcR5Ov6AQKJqKw
SCOOBY DOOBY GROOM,https://m.facebook.com/SCOOBYDOOBYGROOM/,Pet store,Pet store,+381 69 4547222,"Sime Igumanova 1, Beograd 11000",11000,44.792623299999995,20.478106,5.0,6.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9bnWwxUY4KJUltz2SWaDug&cb_client=search.gws-prod.gps&w=800&h=500&yaw=184.35626&pitch=0&thumbfov=100,,OPERATIONAL,{},,,"https://www.google.com/maps/place/SCOOBY+DOOBY+GROOM/@44.792623299999995,20.478106,14z/data=!4m8!1m2!2m1!1sSCOOBY+DOOBY+GROOM!3m4!1s0x475a719c051169ef:0xc3ca1562bda352b6!8m2!3d44.792623299999995!4d20.478106",ChIJ72kRBZxxWkcRtlKjvWIVysM
5Šop Karaburma,,Pet store,Pet store,,"Shopping centar, Mirijevski Bulevar 18b, Beograd 11060",11060,44.8106478,20.522336199999998,4.5,4.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oFh67d_9WxRs8zj1JMSFUA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=303.0522&pitch=0&thumbfov=100,,OPERATIONAL,{},,,"https://www.google.com/maps/place/5%C5%A0op+Karaburma/@44.8106478,20.522336199999998,14z/data=!4m8!1m2!2m1!1s5%C5%A0op+Karaburma!3m4!1s0x475a7b0016ae3807:0x9c10e102b97aa0af!8m2!3d44.8106478!4d20.522336199999998",ChIJBziuFgB7WkcRr6B6uQLhEJw
Gembird,https://www.gembird.rs/,"Computer accessories store, Computer store",Продавница рачунарске опреме,+381 11 4340500,"Zrenjaninski put 103b, Beograd 11210",11210,44.8637101,20.4754692,4.6,211.0,,16.0,https://lh3.googleusercontent.com/p/AF1QipMvYg421rR9n-S8J6lKaM3tc8zi2jtMQABJRz5h=w800-h500-k-no,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Gender-neutral toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cash only"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/Gembird/@44.8637101,20.4754692,14z/data=!4m8!1m2!2m1!1sGembird!3m4!1s0x475a7b2f32753c23:0x3c0d0ebcd520354a!8m2!3d44.8637101!4d20.4754692",ChIJIzx1Mi97WkcRSjUg1bwODTw
Libero,https://liberopetshop.rs/,Veterinary pharmacy,Ветеринарска апотека,+381 62 273363,"Svetogorska 45, Beograd 11000",11000,44.8127566,20.4703335,4.6,48.0,,10.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-K1zanPuYfpZ1cdIb-0rhQHFmX2YEfXhuFk-Don9SSrvY8_vihzArjiYK8VIohcGy6tKm7vZzDDUZ1bxu7JDVEvgZedlEJ_Fukpa7EnZxSPkNpDw6N5W5PhpM37SYM5lLnneuf=w800-h500-k-no,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Libero/@44.8127566,20.4703335,14z/data=!4m8!1m2!2m1!1sLibero!3m4!1s0x475a7bf3e758c21b:0xd1d5a35de7f10aa!8m2!3d44.8127566!4d20.4703335",ChIJG8JY5_N7WkcRqhB_3jVaHQ0
Veterinarska apoteka i pet shop Komovet,,Pet store,Pet store,+381 63 319068,"Borska 7/J, Beograd",None,44.748242399999995,20.4492008,4.2,10.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FpRui88cGX-71Y7y3GRxlQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=348.2738&pitch=0&thumbfov=100,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""9AM-3PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Veterinarska+apoteka+i+pet+shop+Komovet/@44.748242399999995,20.4492008,14z/data=!4m8!1m2!2m1!1sVeterinarska+apoteka+i+pet+shop+Komovet!3m4!1s0x475a71eafe30e6e1:0x9a5bdcf10885ce72!8m2!3d44.748242399999995!4d20.4492008",ChIJ4eYw_upxWkcRcs6FCPHcW5o
PetShop M&J,,Pet store,Продавница кућних љубимаца,+381 11 4120613,"Ustanička 222a, Beograd",None,44.782086299999996,20.510757599999998,4.5,8.0,,5.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-_wnDYGXzEIUUJL1sXhTtFCWOxEwqSAXCJL8VzJ013L7jJRXumkamOb0_0hBmwE1Pg9hJ9dsbYliLyEVbesFOEDV2TuzRxgeDOGKUSGNtj_wfgbaDnjrSVY7y83md6arrSw_-Qxw=w800-h500-k-no,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""9AM-2PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/PetShop+M%26J/@44.782086299999996,20.510757599999998,14z/data=!4m8!1m2!2m1!1sPetShop+M%26J!3m4!1s0x475a7089574473c9:0x8c478eedfa5d6164!8m2!3d44.782086299999996!4d20.510757599999998",ChIJyXNEV4lwWkcRZGFd-u2OR4w
Панда П,,Pet store,Продавница кућних љубимаца,,"Crnotravska 11, Beograd",None,44.7599246,20.4752547,5.0,3.0,,5.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-GDonK8Y8MKkNOyQAEBNqjQE_ojaq1uiCg1_8e7T3pYcY3w1Kt6ubfwDuVgqnbFOjZyOiwEpnHHMJx_SnSx34Tr2J7fphH_-pKNmk97bPF5Rp2Q3fW5NiOIinNbMUUNzrCL2-Tdw=w800-h500-k-no,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0+%D0%9F/@44.7599246,20.4752547,14z/data=!4m8!1m2!2m1!1s%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0+%D0%9F!3m4!1s0x475a715da58a636b:0xb02f21e06dd89004!8m2!3d44.7599246!4d20.4752547",ChIJa2OKpV1xWkcRBJDYbeAhL7A
"""Štuka""",,Pet store,Продавница кућних љубимаца,+381 69 3317703,"Bulevar kralja Aleksandra 544, Beograd",None,44.779556299999996,20.5253122,4.8,190.0,,15.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_42q7TFXVYCEsf_B5Cw0OoOyWa0lcuEL89Kulu95vVS5jLUUWipxZ7QuorfYB6bbxiQKAS17lVCoN9HelB4dqyjq6QJ8JowxesY4pMsj2Rt6LjVYoz51VnBpL_nNADIelvTNJo=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/%22%C5%A0tuka%22/@44.779556299999996,20.5253122,14z/data=!4m8!1m2!2m1!1s%22%C5%A0tuka%22!3m4!1s0x475a70ba414c4445:0xa4a22e0ad7648e84!8m2!3d44.779556299999996!4d20.5253122",ChIJRURMQbpwWkcRhI5k1wouoqQ
Poljoprivredna apoteka,http://www.poljoprivrednaapoteka.com/,"Farm shop, Agricultural service",Продавница пољопривредних производа,+381 11 6643291,"Kamenička 5, Beograd 11000",11000,44.812284299999995,20.4562372,4.3,196.0,,9.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9_k0e6hnVS7k61zEU48nNSv3RRG6zUBi-KYQoHrBPGlNZ8Z5nyyiRSnSz5GSIgFMDD-4k5xN3ulhP4O_1Cnf5fwGdfz9dZfsGtspPhdeV85kYuhI8mF_kyHRU_sQRY0s6kA9v5=w800-h500-k-no,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Poljoprivredna+apoteka/@44.812284299999995,20.4562372,14z/data=!4m8!1m2!2m1!1sPoljoprivredna+apoteka!3m4!1s0x475a7aac562e4dc3:0xa61dc83ec582ed81!8m2!3d44.812284299999995!4d20.4562372",ChIJw00uVqx6WkcRge2CxT7IHaY
Ljubimci I Pecanje 969,,Pet store,Продавница кућних љубимаца,+381 64 4627531,"Vojvode Vlahovića, Beograd",None,44.7609898,20.5062024,4.0,1.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NBB2kmAOByY07Nhg2-FIMQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=83.97005&pitch=0&thumbfov=100,,OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Ljubimci+I+Pecanje+969/@44.7609898,20.5062024,14z/data=!4m8!1m2!2m1!1sLjubimci+I+Pecanje+969!3m4!1s0x475a70deca30df55:0x52e53033ab07c655!8m2!3d44.7609898!4d20.5062024",ChIJVd8wyt5wWkcRVcYHqzMw5VI
Pet Shop Mlata,,Veterinary pharmacy,Veterinary pharmacy,+381 65 8099089,"Vojislava Ilića 6, Beograd 11000",11000,44.794493599999996,20.4920984,4.8,24.0,,32.0,https://lh3.googleusercontent.com/p/AF1QipOXzWwjjQGKCH0y-9cUc6Tp_TbSYVMri5dECt20=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+Shop+Mlata/@44.794493599999996,20.4920984,14z/data=!4m8!1m2!2m1!1sPet+Shop+Mlata!3m4!1s0x475a716575b9906f:0x1017e9e2f9df3b52!8m2!3d44.794493599999996!4d20.4920984",ChIJb5C5dWVxWkcRUjvf-eLpFxA
Kupaonica pasa i mačaka Dogwash Centar S,,Pet store,Продавница кућних љубимаца,+381 65 3649274,"73, Beograd 11070",11070,44.806971399999995,20.387923999999998,4.3,4.0,,2.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9dFnF8-o3zjLSGuQYTsHIOsV_cMbBgqdk192302uMwcsvqhXm5sNtbehwGRolpxaJAgoY0Lyl19YC-PkkuMiCJa5MjrVqvKaAYJlSFDgTqFLzc29_IiMugAoIwoSMhXtNaMQd3=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Kupaonica+pasa+i+ma%C4%8Daka+Dogwash+Centar+S/@44.806971399999995,20.387923999999998,14z/data=!4m8!1m2!2m1!1sKupaonica+pasa+i+ma%C4%8Daka+Dogwash+Centar+S!3m4!1s0x475a6f770dd6989f:0xb64596d977b93323!8m2!3d44.806971399999995!4d20.387923999999998",ChIJn5jWDXdvWkcRIzO5d9mWRbY
